Source	ItemID	kText	cText
desc	$1376	윈	懷恩
desc	$1377	티르자	瑟拉
desc	$1378	헤르미아	海米亞
desc	$1379	커플 링	情人戒指
desc	$1380	토펜	托芬
desc	$1381	가격	價格
desc	$1382	경매관리자	拍賣管理者
desc	$1383	경매게시판	拍賣佈告欄
desc	$1384	혈맹게시판	血盟佈告欄
desc	$1385	게시판	佈告欄
desc	$1386	현관문	城門
desc	$1387	가구 제거 막대	移除傢俱魔杖
desc	$1388	투기장 관람표	競技場門票
desc	$1389	마감일	結束日期
desc	$1390	크기 : %d칸	大小 : %d坪
desc	$1391	놀	冰原狼人
desc	$1392	미믹	密密
desc	$1393	미노타우르스	巨斧牛人 
desc	$1394	미노타우르스	鏈鎚牛人
desc	$1395	아이스 골렘	高崙冰石人
desc	$1396	페이퍼 맨	紙人
desc	$1397	여우	狐狸
desc	$1398	자이언트	巨人
desc	$1399	외성 남문	外城南門
desc	$1400	외성 서문	外城西門
desc	$1401	내성 남문	內城南門
desc	$1402	내성 서문	內城西門
desc	$1403	내성 동문	內城東門
desc	$1404	실루엣	影魔
desc	$1405	인어	美人魚
desc	$1406	크로코다일	巨大鱷魚
desc	$1407	악어	鱷魚
desc	$1408	리빙아머	活鎧甲
desc	$1409	마을 귀환 주문서	指定傳送卷軸(村莊)
desc	$1410	기란 귀환 주문서	指定傳送卷軸(奇岩)
desc	$1411	노래하는 섬 귀환 주문서	指定傳送卷軸(歌唱之島)
desc	$1412	해마	海馬
desc	$1413	루더	勞德
desc	$1414	요한	喬漢
desc	$1415	치료사	治療師
desc	$1416	시리스	希莉斯
desc	$1417	이쉬타	伊斯塔
desc	$1418	제노	傑諾
desc	$1419	벨게터	貝爾吉特
desc	$1420	프라운	佛朗
desc	$1421	치료사	治療師
desc	$1422	일드라스	伊爾卓斯
desc	$1423	드리스트	德瑞斯特
desc	$1424	숨겨진 계곡 귀환 주문서	指定傳送卷軸(隱藏之谷)
desc	$1425	말미잘	海葵
desc	$1426	파푸리온	法利昂
desc	$1427	바쿡	蟑螂人
desc	$1428	라미아	蛇女
desc	$1429	시댄서	希爾黛斯
desc	$1430	크랩맨	蟹人
desc	$1431	랫맨	鼠人
desc	$1432	혈거인간	穴居人
desc	$1433	일렉카둠	伊萊克頓
desc	$1434	부아크	巴克休
desc	$1435	수호탑	守護者之塔
desc	$1436	(힐)	(初級治癒術)
desc	$1437	(라이트)	(日光術)
desc	$1438	(실드)	(保護罩)
desc	$1439	(에너지 볼트)	(光箭)
desc	$1440	(텔레포트)	(指定傳送)
desc	$1441	(큐어 포이즌)	(解毒術)
desc	$1442	(칠 터치)	(寒冷戰慄)
desc	$1443	(커스: 포이즌)	(毒咒)
desc	$1444	(인챈트 웨폰)	(擬似魔法武器)
desc	$1445	(디텍션)	(無所遁形術)
desc	$1446	(라이트닝)	(極光雷電)
desc	$1447	(턴 언데드)	(起死回生術)
desc	$1448	(익스트라 힐)	(中級治癒術)
desc	$1449	(커스: 블라인드)	(闇盲咒術)
desc	$1450	(블레스드 아머)	(鎧甲護持)
desc	$1451	(파이어볼)	(燃燒的火球)
desc	$1452	(인챈트 덱스터리티)	(通暢氣脈術)
desc	$1453	(웨폰 브레이크)	(壞物術)
desc	$1454	(뱀파이어릭 터치)	(吸血鬼之吻)
desc	$1455	(슬로우)	(緩速術)
desc	$1456	(커스: 패럴라이즈)	(木乃伊的詛咒)
desc	$1457	(콜 라이트닝)	(極道落雷)
desc	$1458	(그레이터 힐)	(高級治癒術)
desc	$1459	(테이밍 몬스터)	(迷魅術)
desc	$1460	(리무브 커스)	(聖潔之光)
desc	$1461	(크리에이트 좀비)	(造屍術)
desc	$1462	(인챈트 마이티)	(體魄強健術)
desc	$1463	(헤이스트)	(加速術)
desc	$1464	(캔슬레이션)	(魔法相消術)
desc	$1465	(이럽션)	(地裂術)
desc	$1466	(힐 올)	(體力回復術)
desc	$1467	(아이스 랜스)	(冰矛圍籬)
desc	$1468	(서먼 몬스터)	(召喚術)
desc	$1469	(홀리 워크)	(神聖疾走)
desc	$1470	(토네이도)	(龍捲風)
desc	$1471	(풀 힐)	(全部治癒術)
desc	$1472	(파이어월)	(火牢)
desc	$1473	(블리자드)	(冰雪暴)
desc	$1474	(인비지블리티)	(隱身術)
desc	$1475	(리절렉션)	(返生術)
desc	$1476	(라이트닝 스톰)	(雷霆風暴)
desc	$1477	(포그 오브 슬리핑)	(沉睡之霧)
desc	$1478	(셰이프 체인지)	(變形術)
desc	$1479	(이뮨 투 함)	(聖結界)
desc	$1480	(매스 텔레포트)	(集體傳送術)
desc	$1481	(크리에이트 매지컬 웨폰)	(創造魔法武器)
desc	$1482	(미티어 스트라이크)	(流星雨)
desc	$1483	(그레이트 리절렉션)	(終極返生術)
desc	$1484	(매스 슬로우)	(集體緩術速)
desc	$1485	(디스인티그레이트)	(究極光裂術)
desc	$1486	빈 주문서 (레벨 1)	空的魔法卷軸(等級1)
desc	$1487	마법 주문서	魔法卷軸
desc	$1488	에브롤	伊芙洛爾
desc	$1489	가오리	魟魚
desc	$1490	머맨	人魚
desc	$1491	실라칸스	寇拉坎
desc	$1492	크러스트시안	奎斯坦修
desc	$1493	물고기	魚
desc	$1494	해파리	水母
desc	$1495	곰	熊
desc	$1496	상어	鯊魚
desc	$1497	아스테	海星
desc	$1498	터틀 드래곤	龍龜
desc	$1499	EXP	經驗值
desc	$1500	결투장 안내원	競技場警衛
desc	$1501	굿맨	正義者
desc	$1502	뉴트럴맨	中立者
desc	$1503	이블맨	邪惡者
desc	$1504	신관전사	聖殿武士
desc	$1505	사라만다	火蜥蜴
desc	$1506	거대 여왕 개미	巨蟻女皇
desc	$1507	에바의 축복	伊娃的祝福
desc	$1508	인어의 비늘	人魚之鱗
desc	$1509	또 우리의 비늘을 뺐으러 온 것이냐. 인간! 어서 꺼져!	有人要搶我們的魚鱗,人類!趕快滾開呀!
desc	$1510	루디엘	里迪
desc	$1511	피셔	費雪
desc	$1512	바이거	拜格
desc	$1513	하이네	海音
desc	$1514	엘란	伊連
desc	$1515	시반	須凡
desc	$1516	브리트	比特
desc	$1517	리올	里歐
desc	$1518	데릭	迪瑞克
desc	$1519	해리	哈瑞
desc	$1520	샤논	修曼
desc	$1521	트리온	卓恩
desc	$1522	엘리나	伊莉娜
desc	$1523	리노테	李諾特
desc	$1524	아리나	艾莉娜
desc	$1525	안나벨	安娜貝爾
desc	$1526	펠릭스	菲力
desc	$1527	오리엘	歐瑞爾
desc	$1528	버랜트	巴瑞特
desc	$1529	폴츠	保特斯
desc	$1530	스펜서	史班瑟
desc	$1531	게일	蓋爾
desc	$1532	스트라	斯塔
desc	$1533	지도:노래하는 섬	地圖:歌唱之島
desc	$1534	지도:숨겨진 계곡	地圖:隱藏之谷
desc	$1535	지도:하이네	地圖:海音
desc	$1536	드웰	綴爾
desc	$1537	포이즌 서펜트	毒蛇之牙
desc	$1538	하킴	哈金
desc	$1539	앨리	伊莉
desc	$1540	아디나	艾迪娜
desc	$1541	제니아	蘭妮雅
desc	$1542	미리엄	蜜瑞雅
desc	$1543	에드리	依卓
desc	$1544	엘샤	艾爾莎
desc	$1545	트리오나	卓娜
desc	$1546	로레나	露蘿娜
desc	$1547	노비타	諾薇塔
desc	$1548	모르나	默娜
desc	$1549	델리아	黛利雅
desc	$1550	다인	達英
desc	$1551	하이드림	海迪倫
desc	$1552	앨빈	艾爾賓
desc	$1553	생명의 검	生命之劍
desc	$1554	도펠갱어	變形怪
desc	$1555	아벨	亞伯
desc	$1556	외성 북문	外城北門
desc	$1557	사샤	沙夏
desc	$1558	가렛	賈瑞特
desc	$1559	오크성 후문	後門
desc	$1560	Amulet of Silver Serpent	銀蛇護身符
desc	$1561	Silver Serpent Scale	銀蛇鱗
desc	$1562	데스	死神
desc	$1563	유령	鬼魂
desc	$1564	강철문	鐵門
desc	$1565	라바 골렘	高崙熔岩怪
desc	$1566	불타는 전사	火焰戰士
desc	$1567	이프리트	伊弗利特
desc	$1568	혼 켈베로스	烈炎獸
desc	$1569	피닉스	不死鳥
desc	$1570	파이어 에그	火炎蛋
desc	$1571	폭탄 꽃	爆彈花
desc	$1572	불타는 궁수	火焰弓箭手
desc	$1573	난쟁이 왕	侏儒王
desc	$1574	난쟁이 마스터	侏儒總管
desc	$1575	대장장이	侏儒鐵匠
desc	$1576	난쟁이 일꾼	侏儒工人
desc	$1577	난쟁이 가드	侏儒警衛
desc	$1578	오크 산타	聖誕妖魔
desc	$1579	드래곤 플라이	龍蠅
desc	$1580	아시타지오	阿西塔基奧
desc	$1581	마법서 (아이스 대거)	魔法書 (冰箭)
desc	$1582	마법서 (윈드 커터)	魔法書 (風刃)
desc	$1583	마법서 (파이어 애로우)	魔法書 (火箭)
desc	$1584	마법서 (스탈락)	魔法書 (地獄之牙)
desc	$1585	마법서 (프로즌 클라우드)	魔法書 (寒冰氣息)
desc	$1586	마법서 (어스 재일)	魔法書 (岩牢)
desc	$1587	마법서 (콘 오브 콜드)	魔法書 (冰錐)
desc	$1588	마법서 (선 버스트)	魔法書 (烈炎術)
desc	$1589	마법서 (어스 퀘이크)	魔法書 (震裂術)
desc	$1590	마법서 (파이어 스톰)	魔法書 (火風暴)
desc	$1591	포템핀	波天芬
desc	$1592	이벨빈	里佛賓
desc	$1593	펠토	佩多
desc	$1594	베리	蓓莉
desc	$1595	랄프	瑞福
desc	$1596	레슬리	萊思利
desc	$1597	코브	考伯
desc	$1598	가빈	加賓
desc	$1599	데일리	戴利
desc	$1600	아타라	阿塔拉
desc	$1601	강철의 문	鐵斧護衛
desc	$1602	프렉슨	富萊森
desc	$1603	외성 동문	外城東門
desc	$1604	엑셀론	艾斯倫
desc	$1605	발라카스	巴拉卡斯
desc	$1606	크리스마스 카드	聖誕卡片
desc	$1607	지도:화룡의 둥지	地圖:火龍窟
desc	$1608	아시타지오의 재	阿西塔基奧的灰燼
desc	$1609	콜롯세움 관리인	競技場管理員
desc	$1610	투기장 입장권	競技場入場卷
desc	$1611	크리옴	克里歐
desc	$1612	경기 시작까지	離比賽開始
desc	$1613	분 남았습니다.	分後比賽將開始.
desc	$1614	분 남았습니다. 참가를 원하시는 분들은 지금 입장하여주십시오.	分鐘後比賽將開始，想參賽者請現在入場。
desc	$1615	이제 곧 몬스터들이 등장할 것입니다. 건투를 빕니다.	現在怪物即將登場.祝你好運
desc	$1616	폭죽	煙火
desc	$1617	꽃가루	彩帶
desc	$1618	빨간봉투	紅包
desc	$1619	발렌타인데이	情人節
desc	$1620	화이트데이	白色情人節
desc	$1621	캔디	糖果
desc	$1622	초콜릿	巧克力
desc	$1623	카드	卡片
desc	$1624	스텔라	史堤拉
desc	$1625	적색	紅色
desc	$1626	청색	綠色
desc	$1627	남색	藍色
desc	$1628	황색	黃色
desc	$1629	원형	圓形
desc	$1630	2단	兩段
desc	$1631	하트	心形
desc	$1632	눈꽃	雪
desc	$1633	꽃술	煙火
desc	$1634	혼합	混合
desc	$1635	백색	白色
desc	$1636	Let the hunt begin!	開始狩獵吧!
desc	$1637	콜드	庫德
desc	$1638	아리에	艾莉雅 
desc	$1639	모모	摩摩
desc	$1640	오킴	歐肯
desc	$1641	올드	歐得
desc	$1642	진	珍
desc	$1643	로즈	蘿絲
desc	$1644	티나	緹娜
desc	$1645	마기	梅吉
desc	$1646	진실의 목걸이	真實項鍊
desc	$1647	정열의 목걸이	熱情項鍊
desc	$1648	행운의 목걸이	幸運項鍊
desc	$1649	희망의 목걸이	希望項鍊
desc	$1650	기적의 목걸이	奇蹟項鍊
desc	$1651	마법서 (그레이터 헤이스트)	魔法書 (強力加速術)
desc	$1652	강화	強化
desc	$1653	에스메랄다	預言者
desc	$1654	3연발	三連發
desc	$1655	6연발	六連發
desc	$1656	스파크	仙女棒
desc	$1657	2색(백적)	雙色(白紅)
desc	$1658	2색(적황)	雙色(紅黃)
desc	$1659	2색(황남)	雙色(黃藍)
desc	$1660	7색	七色
desc	$1661	항마의 반지	抗魔戒指
desc	$1662	멸마의 반지	滅魔戒指
desc	$1663	화령의 반지	火靈戒指
desc	$1664	수령의 반지	水靈戒指
desc	$1665	지령의 반지	地靈戒指
desc	$1666	풍령의 반지	風靈戒指
desc	$1667	낡은	小型
desc	$1668	고급	大型
desc	$1669	신체의 벨트	身體腰帶
desc	$1670	정신의 벨트	精神腰帶
desc	$1671	영혼의 벨트	靈魂腰帶
desc	$1672	부활절 달걀	復活蛋
desc	$1673	최대 MP	最大魔力
desc	$1674	신녀 아가타	聖使阿卡塔
desc	$1675	신녀 클라라	聖使克拉拉
desc	$1676	신녀 도로시아	聖使圖蘿西亞
desc	$1677	신녀 베로니카	聖使貝蘿尼卡
desc	$1678	신녀 비비아나	聖使薇薇安
desc	$1679	신녀 로사	聖使蘿莎
desc	$1680	신녀 보나	聖使柏娜
desc	$1681	신녀 비나	聖使畢娜
desc	$1682	신녀 드라	聖使德拉
desc	$1683	신녀 로시	聖使羅西
desc	$1684	변신술사	幻術師
desc	$1685	방어구 강화사	防具強化師
desc	$1686	무기 강화사	武器強化師
desc	$1687	그레이트 힐러	高級治癒師
desc	$1688	용기의 증표	勇氣之證
desc	$1689	희망의 반지	希望戒指
desc	$1690	행운의 반지	幸運戒指
desc	$1691	기적의 반지	奇蹟戒指
desc	$1692	정열의 반지	熱情戒指
desc	$1693	진실의 반지	真實戒指
desc	$1694	프라이트	佛利特
desc	$1695	계곡 아울베어	弱化歐熊
desc	$1696	섬 가스트	弱化卡司特
desc	$1697	섬 가스트 로드	弱化卡司特王
desc	$1698	미완성 골렘	弱化高崙石頭怪
desc	$1699	계곡 셸로브	弱化夏洛伯
desc	$1700	계곡 곰	弱化熊
desc	$1701	섬 크로코다일	弱化巨大鱷魚
desc	$1702	돌연변이 악어	弱化鱷魚
desc	$1703	돌연변이 도마뱀	弱化蜥蜴人
desc	$1704	계곡 하피	弱化哈維
desc	$1705	스타이저	弱化飛龍
desc	$1706	썩어가는 해골저격병	弱化骷髏神射手
desc	$1707	썩어가는 해골돌격병	弱化骷髏鬥士
desc	$1708	썩어가는 해골근위병	弱化骷髏警衛
desc	$1709	섬 코카트리스	弱化亞力安
desc	$1710	퇴화한 비홀더	弱化多眼怪
desc	$1711	계곡 라이칸스로프	弱化萊肯
desc	$1712	계곡 늑대인간	弱化狼人
desc	$1713	지친 랫맨	弱化鼠人
desc	$1714	계곡 오우거	弱化歐吉
desc	$1715	탈주 흑기사	弱化黑騎士
desc	$1716	굶주린 트롤	弱化多羅
desc	$1717	계곡 곰	弱化熊
desc	$1718	계곡 그리폰	弱化格利芬
desc	$1719	계곡 해골저격병	弱化骷髏弓兵
desc	$1720	계곡 해골돌격병	弱化骷髏槍兵
desc	$1721	계곡 해골근위병	弱化骷髏警衛 
desc	$1722	큐커스	弱化獨眼巨人
desc	$1723	계곡 바실리스크	弱化邪惡蜥蜴
desc	$1724	리온	瑞歐
desc	$1725	커스	卡斯
desc	$1726	키리스	卡利思
desc	$1727	무보	慕伯
desc	$1728	루바	蘿芭
desc	$1729	티오	提奧
desc	$1730	쿤	昆
desc	$1731	키요리	奇耀
desc	$1732	파고	帕古
desc	$1733	지하 던전에는 무엇이 있는 걸까?	地下洞穴裡到底有什麼呢?
desc	$1734	그 곳을 이렇게 계속 방치하다가는 무언가 큰일이 벌어질 거 같아...	如果停留在那個地方,好像會發生事情...
desc	$1735	예언서에 나타난 그분은 언제쯤 오시려나...	在預言書裡所說的那人何時會出現呢...
desc	$1736	만일 지하 던전의 봉인이 풀리기라도 한다면...	萬一地下洞穴的封印被解除的話...
desc	$1737	코코	小柯
desc	$1738	스카이	史蓋
desc	$1739	저주받은 에틴	受詛咒的阿魯巴
desc	$1740	저주받은 버그베어	弱化食人妖精
desc	$1741	지하 크랩맨	弱化蟹人
desc	$1742	지하 라미아	弱化蛇女
desc	$1743	시궁 바쿡	弱化蟑螂人
desc	$1744	오염된 오크 좀비	弱化妖魔殭屍
desc	$1745	봉인된 서큐버스 퀸	受封印的思克巴女皇
desc	$1746	봉인된 서큐버스	弱化思克巴
desc	$1747	배회하는 무리안	弱化莫妮亞
desc	$1748	배회하는 웅골리언트	弱化楊果里恩
desc	$1749	썩어가는 해골	弱化史巴托
desc	$1750	괴물 버섯	弱化蘑菇
desc	$1751	자극하지 마라! 더 이상 강요하지 마라!	別反抗了! 死亡已離你不遠!
desc	$1752	미친 군주가 보낸 파수꾼이냐? 죽어버려!!	你是領主派來的冒險者嗎? 受死吧!!
desc	$1753	우리들을 봉인 하려는 자! 반드시 죽는다!	想要封印我們的人! 都必須死亡!
desc	$1754	어리석은 놈! 너 따위가 우리를 봉인 할 수 있을 거 같아?!	愚蠢的傢伙! 憑你就想要將我們封印嗎?!
desc	$1755	붉은 열쇠	紅鑰匙
desc	$1756	검은 열쇠	黑鑰匙
desc	$1757	섬의 증표	歌唱之島項鍊
desc	$1758	계곡의 증표	隱藏之谷項鍊
desc	$1759	기사의 견습용 갑옷	騎士盔甲
desc	$1760	기사의 견습용 방패	騎士盾牌
desc	$1761	기사의 견습용 투구	騎士頭盔
desc	$1762	견습용 검	王族之劍
desc	$1763	군주의 견습용 갑옷	王族盔甲
desc	$1764	군주의 견습용 방패	王族盾牌
desc	$1765	군주의 견습용 투구	王族頭盔
desc	$1766	요정의 견습용 활	妖精之弓
desc	$1767	마법사의 견습용 망토	法師斗蓬
desc	$1768	마법사의 견습용 부츠	法師長靴
desc	$1769	마법사의 견습용 모자	法師頭盔
desc	$1770	마법사의 견습용 지팡이	法師之杖
desc	$1771	얼음의 여왕	冰之女王
desc	$1772	마일드	麥德
desc	$1773	키리우스	吉利烏斯
desc	$1774	팅 커	汀卡
desc	$1775	비우스	畢伍斯
desc	$1776	만드라	曼德拉
desc	$1777	데리안	戴倫
desc	$1778	타라스	塔拉斯
desc	$1779	바뤼에스	巴耶斯 
desc	$1780	엘뤼온	艾利溫
desc	$1781	크리스터	克里斯特
desc	$1782	라즐로스	拉哲洛斯
desc	$1783	눈사람	雪人
desc	$1784	샤벨 타이거	冰原老虎
desc	$1785	좀비 엘모어 마법사	艾爾摩法師
desc	$1786	에티	雪怪
desc	$1787	좀비 엘모어 장군	艾爾摩將軍
desc	$1788	허스키	哈士奇
desc	$1789	아이언 골렘	高崙鋼鐵怪
desc	$1790	좀비 엘모어 병사	艾爾摩士兵
desc	$1791	아이스 맨	冰人
desc	$1792	비온	畢歐
desc	$1793	디마	提瑪
desc	$1794	루루	露露
desc	$1795	데칸	戴肯
desc	$1796	로터스	羅德斯
desc	$1797	가루가	嘉魯卡
desc	$1798	돌 장갑	石製手套
desc	$1799	가죽 장갑	皮製手套
desc	$1800	수정 장갑	水晶手套
desc	$1801	설인 장갑	雪人手套
desc	$1802	운명의 부츠	毀滅長靴
desc	$1803	저주 받은 부츠	詛咒長靴
desc	$1804	수중 부츠	深水長靴
desc	$1805	데몬의 장갑	惡魔手套
desc	$1806	데몬의 갑옷	惡魔盔甲
desc	$1807	데몬의 부츠	惡魔長靴
desc	$1808	데몬의 투구	惡魔頭盔
desc	$1809	데스나이트의 장갑	死亡騎士手套
desc	$1810	데스나이트의 갑옷	死亡騎士盔甲
desc	$1811	데스나이트의 부츠	死亡騎士長靴
desc	$1812	데스나이트의 투구	死亡騎士頭盔
desc	$1813	진주 목걸이	珍珠項鍊
desc	$1814	에메랄드 목걸이	綠寶石項鍊
desc	$1815	루비 목걸이	紅寶石項鍊
desc	$1816	자수정 목걸이	紫水晶項鍊
desc	$1817	다이아몬드 목걸이	鑽石項鍊
desc	$1818	트롤의 벨트	多羅皮帶
desc	$1819	오우거의 벨트	歐吉皮帶
desc	$1820	타이탄의 벨트	泰坦皮帶
desc	$1821	사이하의 활	沙哈之弓
desc	$1822	정령옥	精靈玉
desc	$1823	데푸리	德弗利
desc	$1824	티파니	帝芬妮
desc	$1825	로쿠	羅庫
desc	$1826	타우스	塔斯
desc	$1827	비얀	碧恩
desc	$1828	엔케	小安安
desc	$1829	정령의 수정 (레지스트 매직)	精靈水晶(魔法防禦)
desc	$1830	정령의 수정 (바디 투 마인드)	精靈水晶(心靈轉換)
desc	$1831	정령의 수정 (텔레포트 투 마더)	精靈水晶(世界樹的呼喚)
desc	$1832	정령의 수정 (클리어 마인드)	精靈水晶(淨化精神)
desc	$1833	정령의 수정 (레지스트 엘리멘트)	精靈水晶(屬性防禦)
desc	$1834	정령의 수정 (리턴 투 네이쳐)	精靈水晶(釋放元素)
desc	$1835	정령의 수정 (블러드 투 소울)	精靈水晶(魂體轉換)
desc	$1836	정령의 수정 (프로텍션 프롬 엘리멘트)	精靈水晶(單屬性防禦)
desc	$1837	정령의 수정 (파이어 웨폰)	精靈水晶(火焰武器)
desc	$1838	정령의 수정 (윈드 샷)	精靈水晶(風之神射)
desc	$1839	정령의 수정 (윈드 워크)	精靈水晶(風之疾走)
desc	$1840	정령의 수정 (어스 스킨)	精靈水晶(大地防護)
desc	$1841	정령의 수정 (인탱글)	精靈水晶(地面障礙)
desc	$1842	정령의 수정 (이레이즈 매직)	精靈水晶(魔法消除)
desc	$1843	정령의 수정 (서먼 레서 엘리멘탈)	精靈水晶(召喚屬性精靈)
desc	$1844	정령의 수정 (블레스 오브 파이어)	精靈水晶(烈炎氣息)
desc	$1845	정령의 수정 (아이 오브 스톰)	精靈水晶(暴風之眼)
desc	$1846	정령의 수정 (어스 바인드)	精靈水晶(大地屏障)
desc	$1847	정령의 수정 (네이쳐스 터치)	精靈水晶(生命之泉)
desc	$1848	정령의 수정 (블레스 오브 어스)	精靈水晶(大地的祝福)
desc	$1849	정령의 수정 (에어리어 오브 사일런스)	精靈水晶(封印禁地)
desc	$1850	정령의 수정 (서먼 그레이터 엘리멘탈)	精靈水晶(召喚強力屬性精靈)
desc	$1851	정령의 수정 (버닝 웨폰)	精靈水晶(烈炎武器)
desc	$1852	정령의 수정 (네이쳐스 블레싱)	精靈水晶(生命的祝福)
desc	$1853	정령의 수정 (콜 오브 네이쳐)	精靈水晶(生命呼喚)
desc	$1854	정령의 수정 (스톰 샷)	精靈水晶(暴風神射)
desc	$1855	정령의 수정 (윈드 셰클)	精靈水晶(風之枷鎖)
desc	$1856	정령의 수정 (아이언 스킨)	精靈水晶(鋼鐵防護)
desc	$1857	마법서 (홀리 웨폰)	魔法書 (神聖武器)
desc	$1858	마법서 (디크리즈 웨이트)	魔法書 (負重強化)
desc	$1859	마법서 (위크 엘리멘탈)	魔法書 (能量感測)
desc	$1860	마법서 (카운터 매직)	魔法書 (魔法屏障)
desc	$1861	마법서 (메디테이션)	魔法書 (冥想術)
desc	$1862	마법서 (마나 드레인)	魔法書 (魔力奪取)
desc	$1863	마법서 (다크니스)	魔法書 (黑闇之影)
desc	$1864	마법서 (위크니스)	魔法書 (弱化術)
desc	$1865	마법서 (블레스 웨폰)	魔法書 (祝福魔法武器)
desc	$1866	마법서 (버서커스)	魔法書 (狂暴術)
desc	$1867	마법서 (디지즈)	魔法書 (疾病術)
desc	$1868	마법서 (라이프 스트림)	魔法書 (治癒能量風暴)
desc	$1869	마법서 (사일런스)	魔法書 (魔法封印)
desc	$1870	마법서 (디케이 포션)	魔法書 (藥水霜化術)
desc	$1871	마법서 (카운터 디텍션)	魔法書 (強力無所遁形術)
desc	$1872	마법서 (앱솔루트 배리어)	魔法書 (絕對屏障)
desc	$1873	마법서 (어드밴스 스피릿)	魔法書 (靈魂昇華)
desc	$1874	마법서 (프리징 블리자드)	魔法書 (冰雪颶風)
desc	$1875	린다	琳達
desc	$1876	파고르	帕羅
desc	$1877	디코	迪庫
desc	$1878	히림	希林
desc	$1879	상아탑 마법사	象牙塔魔法師
desc	$1880	청소중...  청소중...	掃地..掃地..掃乾淨..
desc	$1881	상아탑 내부... 이상무	象牙塔內..應該可以放心...
desc	$1882	...주인님. 어디 계십니까?	..主人..在哪裡啊?
desc	$1883	흐음... 그 책이 어디에 있더라?	咦..那本書放在哪啊?
desc	$1884	...그 시약을 섞으면...	..如果把這藥水一起混合...
desc	$1885	도대체가 알 수가 없군...	不曉得這是怎麼回事...
desc	$1886	아아, 뭐가 잘못된 걸까?	啊!! 發生甚麼了!?
desc	$1887	...낙제 받으면 안되는데...	...一定要考上....
desc	$1888	휴우, 다리 아파라...	哎呀,腿好酸喔...
desc	$1889	지도:오렌	地圖:歐瑞
desc	$1890	그리폰의 깃털	格利芬羽毛
desc	$1891	바람의 눈물	風之淚
desc	$1892	빈 주문서 (레벨 2)	空的魔法卷軸(等級2)
desc	$1893	빈 주문서 (레벨 3)	空的魔法卷軸(等級3)
desc	$1894	빈 주문서 (레벨 4)	空的魔法卷軸(等級4)
desc	$1895	빈 주문서 (레벨 5)	空的魔法卷軸(等級5)
desc	$1896	매직 볼	魔法球
desc	$1897	바르니아	巴尼亞
desc	$1898	리비안	魯比恩
desc	$1899	요정의 견습용 갑옷	精靈皮盔甲
desc	$1900	요정의 견습용 부츠	精靈皮長靴
desc	$1901	요정의 견습용 투구	精靈皮頭盔
desc	$1902	콜롯세움 부관리인	競技場入場管理員
desc	$1903	민첩함의 투구	精靈敏捷頭盔
desc	$1904	체력의 투구	精靈體質頭盔
desc	$1905	낡은 거래 문서	古老的交易文件
desc	$1906	아논의 편지	亞南的信
desc	$1907	오스의 증서	阿特的證書
desc	$1908	수색문서	搜索狀
desc	$1909	제로의 소개서	傑羅的介紹狀
desc	$1910	젬의 소개장	詹姆的介紹狀
desc	$1911	흑기사의 서약서	黑騎士的誓約
desc	$1912	두다 마라 오크 마법서	都達瑪拉妖魔魔法書
desc	$1913	네루가 오크 마법서	那魯加妖魔魔法書
desc	$1914	간디 오크 마법서	甘地妖魔魔法書
desc	$1915	아투바 오크 마법서	阿吐巴妖魔魔法書
desc	$1916	저주받은 마법서	受詛咒的魔法書
desc	$1917	마력서	魔法能量之書
desc	$1918	붉은 망토	紅色斗篷
desc	$1919	해골바가지	骷髏頭
desc	$1920	구울의 손톱	食屍鬼的指甲
desc	$1921	구울의 이빨	食屍鬼的牙齒
desc	$1922	터틀 드래곤의 껍질	龍龜甲
desc	$1923	기사의 두건	騎士頭巾
desc	$1924	붉은 기사의 두건	紅騎士頭巾
desc	$1925	리키	瑞奇
desc	$1926	오스	歐斯
desc	$1927	제로	傑羅
desc	$1928	젬	詹姆
desc	$1929	흑기사-수색대	黑騎士搜索隊
desc	$1930	잊혀진 섬행 배표	遺忘之島船票
desc	$1931	이스발	依斯巴
desc	$1932	아시리스	阿西理斯
desc	$1933	잊혀진 판금 갑옷	被遺忘的金屬盔甲
desc	$1934	잊혀진 가죽 갑옷	被遺忘的皮盔甲
desc	$1935	잊혀진 로브	被遺忘的長袍
desc	$1936	잊혀진 비늘 갑옷	被遺忘的鱗甲
desc	$1937	소환 조종 반지	召喚控制戒指
desc	$1938	잊혀진 대검	被遺忘的巨劍
desc	$1939	잊혀진 검	被遺忘的劍
desc	$1940	잊혀진 보우건	被遺忘的弩槍
desc	$1941	낡은 바람의 투구	小型風之頭盔
desc	$1942	바람의 투구	風之頭盔
desc	$1943	토끼의 간	兔子的肝
desc	$1944	어블리젼	俄布里
desc	$1945	하이네행 배표	海音港口船票
desc	$1946	고대의 판금 갑옷	古老的金屬盔甲
desc	$1947	고대의 가죽 갑옷	古老的皮盔甲
desc	$1948	고대의 로브	古老的長袍
desc	$1949	고대의 비늘 갑옷	古老的鱗甲
desc	$1950	고대의 검	古老的劍
desc	$1951	고대의 대검	古老的巨劍
desc	$1952	고대의 보우건	古老的弩槍
desc	$1953	디텍터	迪泰特
desc	$1954	치키	奇克
desc	$1955	럭키	洛奇
desc	$1956	티론	提倫
desc	$1957	고대의 주문서	古代的卷軸
desc	$1958	봉인된	受封印
desc	$1959	마법서 (트루 타겟)	魔法書 (精準目標)
